id,en_word,type,definition,classification,source
i88642,bookseller,noun,the proprietor of a bookstore,Common,LLM (ministral-3:14b)
i88643,bookworm,noun,someone who spends a great deal of time reading,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i88647,bootmaker,noun,a maker of boots,Common,LLM (ministral-3:14b)
i88648,borderer,noun,an inhabitant of a border area (especially the border between Scotland and England),Common,LLM (ministral-3:14b)
i88649,border patrolman,noun,someone who patrols the borders of a country,Common,LLM (ministral-3:14b)
i88651,borrower,noun,someone who receives something on the promise to return it or its equivalent,Common,LLM (ministral-3:14b)
i88652,born-again christian,noun,a Christian who has experienced a dramatic conversion to faith in Jesus,Common,LLM (ministral-3:14b)
i88659,bouncer,noun,a person whose duty is to throw troublemakers out of a bar or public meeting,Common,LLM (ministral-3:14b)
i78814,bourbon,noun,whiskey distilled from a mash of corn and malt and rye and aged in charred oak barrels,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i51025,bowler,noun,a felt hat that is round and hard with a narrow brim,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i88668,boxer,noun,someone who fights with his fists for sport,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i91171,boy,noun,a youthful male person,Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i42299,cub,noun,the young of certain carnivorous mammals such as the bear or wolf or lion,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i88673,boyfriend,noun,a man who is the lover of a girl or young woman,Common,LLM (ministral-3:14b)
i88674,ex-boyfriend,noun,a man who is no longer a woman's boyfriend,Common,LLM (ministral-3:14b)
i88675,boy scout,noun,a boy who is a member of the Boy Scouts,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i88678,bragger,noun,a very boastful and talkative person,Common,LLM (ministral-3:14b)
i88686,brawler,noun,a fighter (especially one who participates in brawls),Common,LLM (ministral-3:14b)
i88687,breadwinner,noun,one whose earnings are the primary source of support for their dependents,Common,LLM (ministral-3:14b)
i88690,breeder,noun,a person who breeds animals,Common,LLM (ministral-3:14b)
i88692,brewer,noun,someone who brews beer or ale from malt and hops and water,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i88695,bricklayer,noun,a craftsman skilled in building with bricks,Common,LLM (ministral-3:14b)
i88696,bride,noun,a woman who has recently been married,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i88698,bridesmaid,noun,an unmarried woman who attends the bride at a wedding,Common,LLM (ministral-3:14b)
i88700,bridge partner,noun,one of a pair of bridge players who are on the same side of the game,Common,LLM (ministral-3:14b)
i88701,bridge player,noun,a card player in a game of bridge,Common,LLM (ministral-3:14b)
i88705,broadcast journalist,noun,a journalist who broadcasts on radio or television,Common,LLM (ministral-3:14b)
i88708,brother,noun,a male with the same parents as someone else,Core,LLM (ministral-3:14b) (LLM Selected Sense #1)
i88712,brother-in-law,noun,a brother by marriage,Common,LLM (ministral-3:14b)
i70981,browser,noun,a program used to view HTML documents,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i88718,buddy,noun,a close friend who accompanies his buddies in their activities,Common,LLM (ministral-3:14b)
i88719,bugler,noun,someone who plays a bugle,Common,LLM (ministral-3:14b)
i88720,builder,noun,someone who contracts for and supervises construction (as of a building),Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i6164,bully,adjective,very good,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i47769,bunny,noun,(usually informal) especially a young rabbit,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i88732,bureaucrat,noun,an official of a bureaucracy,Common,LLM (ministral-3:14b)
i88734,burglar,noun,a thief who enters a building with intent to steal,Common,LLM (ministral-3:14b)
i88739,busboy,noun,a restaurant attendant who sets tables and assists waiters and clears away dirty dishes,Common,LLM (ministral-3:14b)
i88741,bushman,noun,a member of the race of nomadic hunters and gatherers who live in southern Africa,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i88743,business editor,noun,the newspaper editor responsible for business news,Common,LLM (ministral-3:14b)
i88744,businessman,noun,a person engaged in commercial or industrial business (especially an owner or executive),Common,LLM (ministral-3:14b)
i88745,businesswoman,noun,a female businessperson,Common,LLM (ministral-3:14b)
i88746,businessperson,noun,a capitalist who engages in industrial commercial enterprise,Common,LLM (ministral-3:14b)
i88747,business traveler,noun,a traveler whose expenses are paid by the business he works for,Common,LLM (ministral-3:14b)
i88748,busker,noun,"a person who entertains people for money in public places (as by singing or dancing), usually while asking for money",Common,LLM (ministral-3:14b)
i88750,buster,noun,a person (or thing) that breaks up or overpowers something,Common,LLM (ministral-3:14b) (LLM Selected Sense #3)
i88753,busybody,noun,a person who meddles in the affairs of others,Common,LLM (ministral-3:14b)
i88758,butler,noun,a manservant (usually the head servant of a household) who has charge of wines and the table,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i88763,buyer,noun,a person who buys,Core,LLM (ministral-3:14b)
i88764,bystander,noun,a nonparticipant spectator,Common,LLM (ministral-3:14b)
i88768,cabin boy,noun,a young man acting as a servant on a ship,Common,LLM (ministral-3:14b)
i88769,cabinetmaker,noun,a woodworker who specializes in making furniture,Common,LLM (ministral-3:14b)
i88771,cad,noun,someone who is morally reprehensible,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i88772,caddie,noun,an attendant who carries the golf clubs for a player,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i88773,cadet,noun,a military trainee (as at a military academy),Common,LLM (ministral-3:14b)
i88774,caffeine addict,noun,someone addicted to caffeine,Common,LLM (ministral-3:14b)
i88788,calligrapher,noun,someone skilled in penmanship,Common,LLM (ministral-3:14b)
i88790,cameraman,noun,a photographer who operates a movie camera,Common,LLM (ministral-3:14b)
i88791,campaigner,noun,a politician who is running for public office,Common,LLM (ministral-3:14b)
i88799,candidate,noun,someone who is considered for something (for an office or prize or honor etc.),Core,LLM (ministral-3:14b) (LLM Selected Sense #1)
i88800,candlemaker,noun,a person who makes or sells candles,Common,LLM (ministral-3:14b)
i88802,cannibal,noun,a person who eats human flesh,Common,LLM (ministral-3:14b)
i70288,canon,noun,a collection of books accepted as holy scripture especially the books of the Bible recognized by any Christian church as genuine and inspired,Common,LLM (ministral-3:14b) (LLM Selected Sense #5)
i88817,captain,noun,the leader of a group of people,Common,LLM (ministral-3:14b) (LLM Selected Sense #4)
i88822,cardholder,noun,a person who holds a credit card or debit card,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i88825,card player,noun,someone who plays (or knows how to play) card games,Common,LLM (ministral-3:14b)
i88827,career girl,noun,a woman who is a careerist,Common,LLM (ministral-3:14b)
i88829,career man,noun,a man who is a careerist,Common,LLM (ministral-3:14b)
i88830,caregiver,noun,a person who is responsible for attending to the needs of a child or dependent adult,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i88831,caretaker,noun,a custodian who is hired to take care of something (property or a person),Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i88838,carpenter,noun,a woodworker who makes or repairs wooden objects,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i88845,carter,noun,someone whose work is driving carts,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i88849,cartoonist,noun,a person who draws cartoons,Common,LLM (ministral-3:14b)
i88854,cashier,noun,a person responsible for receiving payments for goods and services (as in a shop or restaurant),Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i88855,castaway,noun,a shipwrecked person,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i88857,casualty,noun,someone injured or killed in an accident,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i88863,cataloger,noun,a librarian who classifies publication according to a categorial system,Common,LLM (ministral-3:14b)
i88864,catalyst,noun,something that causes an important event to happen,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i88870,caterer,noun,someone who provides food and service (as for a party),Common,LLM (ministral-3:14b)
i88878,caveman,noun,someone who lives in a cave,Common,LLM (ministral-3:14b)
i88881,celebrity,noun,a widely known person,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i44208,chameleon,noun,lizard of Africa and Madagascar able to change skin color and having a projectile tongue,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i88906,prime minister,noun,the person who holds the position of head of the government in the United Kingdom,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i88917,chauffeur,noun,a man paid to drive a privately owned car,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i88927,charmer,noun,a person who charms others (usually by personal attractiveness),Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i88940,cheapskate,noun,a miserly person,Common,LLM (ministral-3:14b)
i88946,cheerer,noun,a spectator who shouts encouragement,Common,LLM (ministral-3:14b)
i88947,cheerleader,noun,someone who leads the cheers by spectators at a sporting event,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i91986,chemist,noun,a health professional trained in the art of preparing and dispensing drugs,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i88954,chess player,noun,someone who plays the game of chess,Common,LLM (ministral-3:14b)
i88965,child,noun,a human offspring (son or daughter) of any age,Core,LLM (ministral-3:14b) (LLM Selected Sense #1)
i88980,chosen,noun,one who is the object of choice; who is given preference,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i88983,chump,noun,a person who is gullible and easy to take advantage of,Common,LLM (ministral-3:14b)
i88986,churchgoer,noun,a religious person who goes to church regularly,Common,LLM (ministral-3:14b)
i88990,cigarette smoker,noun,a smoker of cigarettes,Common,LLM (ministral-3:14b)
i88991,cigar smoker,noun,a smoker of cigars,Common,LLM (ministral-3:14b)
i88995,citizen,noun,a native or naturalized member of a state or other political community,Core,LLM (ministral-3:14b)
i88998,city man,noun,a financier who works in one of the banks in the City of London,Common,LLM (ministral-3:14b)
i88999,city slicker,noun,a city dweller with sophisticated manners and clothing,Common,LLM (ministral-3:14b)
i89000,civic leader,noun,a leader in municipal affairs,Common,LLM (ministral-3:14b)
i89004,civil rights leader,noun,a leader of the political movement dedicated to securing equal opportunity for members of minority groups,Common,LLM (ministral-3:14b)
i89005,civil servant,noun,a public official who is a member of the civil service,Common,LLM (ministral-3:14b)
i89006,claimant,noun,someone who claims a benefit or right or title,Common,LLM (ministral-3:14b)
i89016,cleaner,noun,someone whose occupation is cleaning,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i89021,clerk,noun,"an employee who performs clerical work (e.g., keeps records or accounts)",Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i91479,climber,noun,someone who ascends on foot,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i20936,closer,adverb,(comparative of `near' or `close') within a shorter distance,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i89035,clown,noun,a person who amuses others by ridiculous behavior,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89037,clumsy person,noun,a person with poor motor coordination,Common,LLM (ministral-3:14b)
i89045,coal miner,noun,someone who works in a coal mine,Common,LLM (ministral-3:14b)
i89049,coauthor,noun,a writer who collaborates with others in writing something,Common,LLM (ministral-3:14b)
i89051,cobbler,noun,a person who makes or repairs shoes,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89069,collaborator,noun,an associate in an activity or endeavor or sphere of common interest,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i89072,colleague,noun,an associate that one works with,Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89076,college student,noun,a student enrolled in a college or university,Common,LLM (ministral-3:14b)
i89094,comedian,noun,a professional performer who tells jokes and performs comical acts,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i91690,commentator,noun,an expert who observes and comments on something,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89113,commissioner,noun,a member of a commission,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89114,committee member,noun,a member of a committee,Common,LLM (ministral-3:14b)
i89117,couch potato,noun,an idler who spends much time on a couch (usually watching television),Common,LLM (ministral-3:14b)
i89119,council member,noun,a member of a council,Common,LLM (ministral-3:14b)
i89124,communist,noun,a member of the communist party,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89134,composer,noun,someone who composes music as a profession,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89142,computer user,noun,a person who uses computers for work or entertainment or communication or business,Common,LLM (ministral-3:14b)
i89126,comrade,noun,a friend who is frequently in the company of another,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89166,swindler,noun,a person who swindles you by means of deception or fraud,Common,LLM (ministral-3:14b)
i89175,conqueror,noun,someone who is victorious by force of arms,Common,LLM (ministral-3:14b)
i89183,anglican,noun,a Protestant who is a follower of Anglicanism,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89187,conspirator,noun,a member of a conspiracy,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89189,constable,noun,a police officer of the lowest rank,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i89191,construction worker,noun,a worker skilled in building offices or dwellings etc.,Common,LLM (ministral-3:14b)
i89199,contractor,noun,someone (a person or firm) who contracts to build things,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i93407,contributor,noun,someone who contributes (or promises to contribute) a sum of money,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89204,control freak,noun,someone with a compulsive desire to exert control over situations and people,Common,LLM (ministral-3:14b)
i22515,convert,verb,"exchange or replace with another, usually of the same kind or category",Core,LLM (ministral-3:14b) (LLM Selected Sense #4)
i52320,conveyer,noun,a moving belt that transports objects (as in a factory),Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89214,convict,noun,a person who has been convicted of a criminal offense,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i30062,cook,verb,prepare a hot meal,Core,LLM (ministral-3:14b) (LLM Selected Sense #2)
i89216,chef,noun,a professional cook,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i76995,cookie,noun,any of various small flat sweet cakes (`biscuit' is the British term),Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89219,coordinator,noun,someone whose task is to see that work goes harmoniously,Common,LLM (ministral-3:14b)
i89221,copilot,noun,a relief pilot on an airplane,Common,LLM (ministral-3:14b)
i89223,copycat,noun,someone who copies the words or behavior of another,Common,LLM (ministral-3:14b)
i89226,copywriter,noun,a person employed to write advertising or publicity copy,Common,LLM (ministral-3:14b)
i89233,coroner,noun,a public official who investigates by inquest any death not due to natural causes,Common,LLM (ministral-3:14b)
i9761,corporal,adjective,affecting or characteristic of the body as opposed to the mind or spirit,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89235,corporate executive,noun,an executive in a business corporation,Common,LLM (ministral-3:14b)
i89238,correspondent,noun,a journalist employed to provide news stories for newspapers or broadcast media,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89240,cosmetician,noun,someone who sells or applies cosmetics,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89241,cosmetologist,noun,an expert in the use of cosmetics,Common,LLM (ministral-3:14b)
i89242,cosmetic surgeon,noun,a surgeon who beautifies the body (especially the face),Common,LLM (ministral-3:14b)
i89245,cost accountant,noun,a specialist in the systematic recording and analysis of the costs incident to production,Common,LLM (ministral-3:14b)
i89253,counselor,noun,someone who gives advice about problems,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89259,counterperson,noun,someone who attends a counter (as in a diner),Common,LLM (ministral-3:14b)
i89264,countess,noun,female equivalent of a count or earl,Common,LLM (ministral-3:14b)
i89265,country doctor,noun,a doctor who practices in the country (rather than in a city) usually remote from a modern hospital,Common,LLM (ministral-3:14b)
i89266,compatriot,noun,a person from your own country,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89267,compromiser,noun,a negotiator willing to compromise,Common,LLM (ministral-3:14b)
i89268,countryman,noun,a man from your own country,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89269,countrywoman,noun,a woman from your own country,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89272,county agent,noun,an advisor employed by the government to assist people in rural areas with methods of farming and home economics,Common,LLM (ministral-3:14b)
i89276,cousin,noun,the child of your aunt or uncle,Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i48238,cow,noun,female of domestic cattle,Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89280,cowboy,unknown,a hired hand who tends cattle and performs other duties on horseback,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89284,cowgirl,noun,a woman cowboy,Common,LLM (ministral-3:14b)
i46553,coyote,noun,small wolf native to western North America,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89293,craftsman,noun,a skilled worker who practices some trade or handicraft,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i89299,crawler,noun,a person who crawls or creeps along the ground,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i35563,creature,noun,a living organism characterized by voluntary movement,Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89303,creditor,noun,a person to whom money is owed by a debtor; someone to whom an obligation exists,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89307,cricketer,noun,an athlete who plays cricket,Common,LLM (ministral-3:14b)
i89313,cripple,noun,someone who is unable to walk normally because of an injury or disability to the legs or back,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89315,critic,noun,anyone who expresses a reasoned judgment of something,Core,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89319,crooner,noun,a singer of popular ballads,Common,LLM (ministral-3:14b)
i89322,crossing guard,noun,someone who helps people (especially children) at a traffic crossing,Common,LLM (ministral-3:14b)
i89325,crown prince,noun,a male heir apparent to a throne,Common,LLM (ministral-3:14b)
i89326,crown princess,noun,a female heir apparent to a throne,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89328,crusader,noun,a warrior who engages in a holy war,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89332,cub scout,noun,a junior Boy Scout,Common,LLM (ministral-3:14b)
i89341,cur,noun,a cowardly and despicable person,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89345,curator,noun,the custodian of a collection (as a museum or library),Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89348,custodian,noun,one having charge of buildings or grounds or animals,Common,LLM (ministral-3:14b)
i89349,customer,noun,someone who pays for goods or services,Core,LLM (ministral-3:14b)
i89350,customer agent,noun,a foreign purchaser who buys goods outright for resale,Common,LLM (ministral-3:14b)
i89349,client,noun,someone who pays for goods or services,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89359,cyclist,noun,a person who rides a bicycle,Common,LLM (ministral-3:14b)
i89361,cynic,noun,someone who is critical of the motives of others,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89370,dad,noun,an informal term for a father; probably derived from baby talk,Core,LLM (ministral-3:14b)
i89374,dalai lama,noun,chief lama and once ruler of Tibet,Common,LLM (ministral-3:14b)
i46525,dalmatian,noun,a large breed having a smooth white coat with black or brown spots; originated in Dalmatia,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i89378,dame,noun,informal terms for a (young) woman,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89381,dancer,noun,a performer who dances professionally,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89385,dancing partner,noun,one of a pair of people who dance together,Common,LLM (ministral-3:14b)
i89390,dark horse,noun,a political candidate who is not well known but could win unexpectedly,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89393,dart player,noun,someone who plays the game of darts,Common,LLM (ministral-3:14b)
i81169,date,noun,a meeting arranged in advance,Core,LLM (ministral-3:14b) (LLM Selected Sense #2)
i89398,daughter,noun,a female human offspring,Core,LLM (ministral-3:14b)
i89399,daughter-in-law,noun,the wife of your son,Common,LLM (ministral-3:14b)
i89404,daydreamer,noun,someone who indulges in idle or absentminded daydreaming,Common,LLM (ministral-3:14b)
i89407,day laborer,noun,a laborer who works by the day; for daily wages,Common,LLM (ministral-3:14b)
i89412,dead person,noun,someone who is no longer alive,Common,LLM (ministral-3:14b)
i50373,decoy,noun,something used to lure fish or other animals into danger so they can be trapped or killed,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89418,dropout,noun,someone who quits school before graduation,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89422,deaf person,noun,a person with a severe auditory impairment,Common,LLM (ministral-3:14b)
i93720,dealer,noun,someone who purchases and maintains an inventory of goods to be sold,Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89424,dean,noun,an administrator in charge of a division of a university or college,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89428,debater,noun,someone who engages in debate,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89429,debtor,noun,a person who owes a creditor; someone who has the obligation of paying a debt,Common,LLM (ministral-3:14b)
i89432,deceiver,noun,someone who leads you to believe something that is not true,Common,LLM (ministral-3:14b)
i89434,decorator,noun,someone who decorates,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89436,defamer,noun,one who attacks the reputation of another by slander or libel,Common,LLM (ministral-3:14b)
i89438,defaulter,noun,someone who fails to meet a financial obligation,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89446,delegate,noun,a person appointed or elected to represent others,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i92724,deliverer,noun,a person who rescues you from harm or danger,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89449,deliveryman,noun,someone employed to make deliveries,Common,LLM (ministral-3:14b)
i89451,demander,noun,a person who makes demands,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89454,democrat,noun,an advocate of democratic principles,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
synset-oewn-10021663-n,populist,noun,someone who advocates the rights of the common people over those of the elite,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i91446,demon,noun,a cruel wicked and inhuman person,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89459,demonstrator,noun,someone who participates in a public display of group feeling,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i89465,dental assistant,noun,an assistant to a dentist,Common,LLM (ministral-3:14b)
i89466,dental hygienist,noun,someone trained to provide preventive dental service (cleaning teeth or taking x-rays),Common,LLM (ministral-3:14b)
i89467,dental technician,noun,someone who makes dental appliances (bridges and dentures),Common,LLM (ministral-3:14b)
i89469,dentist,noun,a person qualified to practice dentistry,Common,LLM (ministral-3:14b)
i89472,dependant,noun,a person who relies on another person for support (especially financial support),Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89474,depressive,noun,someone suffering psychological depression,Common,LLM (ministral-3:14b)
i89475,deputy,noun,an assistant with power to act when his superior is absent,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89484,deserter,noun,a person who abandons their duty (as on a military post),Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89486,designated driver,noun,the member of a party who is designated to refrain from alcohol and so is sober when it is time to drive home,Common,LLM (ministral-3:14b)
i88282,designer,noun,someone who creates plans to be used in making something (such as buildings),Core,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89489,desk clerk,noun,a hotel receptionist,Common,LLM (ministral-3:14b)
i89495,detainee,noun,some held in custody,Common,LLM (ministral-3:14b)
i89496,detective,noun,a police officer who investigates crimes,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89513,dictator,noun,a ruler who is unconstrained by law,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89515,dieter,noun,a person who diets,Common,LLM (ministral-3:14b)
i89516,nutritionist,noun,a specialist in the study of nutrition,Common,LLM (ministral-3:14b)
synset-oewn-10032289-n,dietician,noun,a specialist in the study of diet and nutrition,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89519,digger,noun,a laborer who digs,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89520,dimwit,noun,a stupid incompetent person,Common,LLM (ministral-3:14b)
i89522,dingbat,noun,a silly empty-headed person,Common,LLM (ministral-3:14b)
i89526,diplomat,noun,a person who deals tactfully with others,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89529,director,noun,someone who supervises the actors and directs the action in the production of a show,Core,LLM (ministral-3:14b) (LLM Selected Sense #2)
i89534,disciple,noun,someone who believes and helps to spread the doctrine of another,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89537,disk jockey,noun,a person who announces and plays popular recorded music,Common,LLM (ministral-3:14b)
i89538,dispatcher,noun,employee of a transportation company who controls the departures of vehicles according to weather conditions and in the interest of efficient service,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89545,distiller,noun,someone who distills alcoholic liquors,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89548,district attorney,noun,an official prosecutor for a judicial district,Common,LLM (ministral-3:14b)
i89549,district manager,noun,a manager who supervises the sales activity for a district,Common,LLM (ministral-3:14b)
i89550,ditch digger,noun,a laborer who digs ditches,Common,LLM (ministral-3:14b)
i89551,diver,noun,someone who dives (into water),Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89557,ex-wife,noun,a woman who was formerly a particular man's wife,Common,LLM (ministral-3:14b)
i89558,divorce lawyer,noun,a lawyer specializing in actions for divorce or annulment,Common,LLM (ministral-3:14b)
i89565,dodo,noun,someone whose style is out of fashion,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i46360,dog,noun,a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds,Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89567,dog catcher,noun,an employee of a municipal pound who is hired to round up stray dogs and cats,Common,LLM (ministral-3:14b)
i89575,domestic partner,noun,a person (not necessarily a spouse) with whom you cohabit and share a long-term sexual relationship,Common,LLM (ministral-3:14b)
i89586,donor,noun,(medicine) someone who gives blood or tissue or an organ to be used in another person (the host),Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i44839,dove,noun,any of numerous small pigeons,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i86512,dragon,noun,a creature of Teutonic mythology; usually represented as breathing fire and having a reptilian body and sometimes wings,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i90648,dreamer,noun,someone guided more by ideals than by practical considerations,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89627,drinker,noun,a person who drinks liquids,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i90373,drudge,noun,one who works hard at boring tasks,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89634,drug addict,noun,a narcotics addict,Common,LLM (ministral-3:14b)
i89636,drug user,noun,a person who takes drugs,Common,LLM (ministral-3:14b)
i89641,drummer,noun,someone who plays a drum,Common,LLM (ministral-3:14b)
i4390,drunk,adjective,stupefied or excited by a chemical substance (especially alcohol),Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89644,drunkard,noun,a chronic drinker,Common,LLM (ministral-3:14b)
i89650,duchess,noun,the wife of a duke or a woman holding ducal title in her own right,Common,LLM (ministral-3:14b)
i89653,duke,noun,a nobleman (in various countries) of high rank,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89659,dunce,noun,a stupid person; these words are used to express a low opinion of someone's intelligence,Common,LLM (ministral-3:14b)
i89664,dyer,noun,someone whose job is to dye cloth,Common,LLM (ministral-3:14b)
i89668,eager beaver,noun,an alert and energetic person,Common,LLM (ministral-3:14b)
i89670,ear doctor,noun,a physician who specializes in the ear and its diseases,Common,LLM (ministral-3:14b)
i89671,earl,noun,a British peer ranking below a marquess and above a viscount,Common,LLM (ministral-3:14b)
i89673,early bird,noun,a person who gets up very early in the morning,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89675,earner,noun,someone who earn wages in return for their labor,Common,LLM (ministral-3:14b)
i89678,eater,noun,someone who consumes food for nourishment,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
